rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
494,Resume_7_Health_Informatics_Analyst_skills,healthcare risk analyst,39.15,passthrough,80.0,15.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.15 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=15.",,,below_review_threshold (39.15 < 50.0),ranked_Healthcare_Risk_Analyst_parsed_jd.json
495,Resume_7_Health_Informatics_Analyst_skills,clinical research data analyst,39.15,passthrough,80.0,7.0,35.0,19.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.15 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=7.",,,below_review_threshold (39.15 < 50.0),ranked_Clinical_Research_Data_Analyst_parsed_jd.json
496,Resume_7_Health_Informatics_Analyst_skills,healthcare financial analyst,39.05,passthrough,80.0,14.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.05 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.05 < 50.0),ranked_Healthcare_Financial_Analyst_parsed_jd.json
497,Resume_7_Health_Informatics_Analyst_skills,insurance claims analyst,39.05,passthrough,80.0,14.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=39.05 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=14.",,,below_review_threshold (39.05 < 50.0),ranked_Insurance_Claims_Analyst_parsed_jd.json
498,Resume_7_Health_Informatics_Analyst_skills,epidemiology data analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Epidemiology_Data_Analyst_parsed_jd.json
499,Resume_7_Health_Informatics_Analyst_skills,healthcare analytics consultant,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Healthcare_Analytics_Consultant_parsed_jd.json
500,Resume_7_Health_Informatics_Analyst_skills,healthcare operations analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Healthcare_Operations_Analyst_parsed_jd.json
501,Resume_7_Health_Informatics_Analyst_skills,patient experience analyst,38.95,passthrough,80.0,13.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.95 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=13.",,,below_review_threshold (38.95 < 50.0),ranked_Patient_Experience_Analyst_parsed_jd.json
502,Resume_7_Health_Informatics_Analyst_skills,healthcare ai analyst,38.85,passthrough,80.0,16.0,35.0,4.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=16.",,,below_review_threshold (38.85 < 50.0),ranked_Healthcare_AI_Analyst_parsed_jd.json
503,Resume_7_Health_Informatics_Analyst_skills,chief data officer,38.85,passthrough,80.0,12.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=12.",,,below_review_threshold (38.85 < 50.0),ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
504,Resume_7_Health_Informatics_Analyst_skills,healthcare performance analyst,38.85,passthrough,80.0,12.0,35.0,10.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.85 < 50.0. Top drivers: ATS match=39, Skill match=80, Experience=12.",,,below_review_threshold (38.85 < 50.0),ranked_Healthcare_Performance_Analyst_parsed_jd.json
505,Resume_4_Medical_Data_Analyst_skills,clinical trials data manager,38.8,passthrough,90.0,10.0,46.0,16.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.8 < 50.0. Top drivers: ATS match=39, Skill match=90, Experience=10.",,,below_review_threshold (38.8 < 50.0),ranked_Clinical_Trials_Data_Manager_parsed_jd.json
506,Resume_7_Health_Informatics_Analyst_skills,biostatistician,38.35,passthrough,80.0,11.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.35 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.35 < 50.0),ranked_Biostatistician_parsed_jd.json
507,Resume_7_Health_Informatics_Analyst_skills,claims data analyst,38.35,passthrough,80.0,11.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.35 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.35 < 50.0),ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
508,Resume_7_Health_Informatics_Analyst_skills,fraud & compliance analyst,38.15,passthrough,80.0,11.0,35.0,8.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.15 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (38.15 < 50.0),ranked_fraud_compliance_analyst_parsed_jd.json
509,Resume_7_Health_Informatics_Analyst_skills,data analytics trainer,38.15,passthrough,80.0,9.0,35.0,11.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=38.15 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=9.",,,below_review_threshold (38.15 < 50.0),ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
510,Resume_7_Health_Informatics_Analyst_skills,epidemiologist,37.95,passthrough,80.0,11.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.95 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=11.",,,below_review_threshold (37.95 < 50.0),ranked_epidemiologist_datafocused_parsed_jd.json
511,Resume_7_Health_Informatics_Analyst_skills,ai specialist in healthcare analytics,37.65,passthrough,80.0,12.0,35.0,4.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.65 < 50.0. Top drivers: ATS match=38, Skill match=80, Experience=12.",,,below_review_threshold (37.65 < 50.0),ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
512,Resume_4_Medical_Data_Analyst_skills,healthcare analytics manager,37.6,passthrough,90.0,9.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.6 < 50.0. Top drivers: ATS match=38, Skill match=90, Experience=9.",,,below_review_threshold (37.6 < 50.0),ranked_Healthcare_Analytics_Manager_parsed_jd.json
513,Resume_7_Health_Informatics_Analyst_skills,predictive analytics specialist,37.25,passthrough,80.0,10.0,35.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.25 < 50.0. Top drivers: ATS match=37, Skill match=80, Experience=10.",,,below_review_threshold (37.25 < 50.0),ranked_Predictive_Analytics_Specialist_parsed_jd.json
514,Resume_7_Health_Informatics_Analyst_skills,cost & utilization analyst,37.15,passthrough,80.0,7.0,35.0,9.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=37.15 < 50.0. Top drivers: ATS match=37, Skill match=80, Experience=7.",,,below_review_threshold (37.15 < 50.0),ranked_cost_utilization_analyst_healthcare_parsed_jd.json
515,Resume_4_Medical_Data_Analyst_skills,director of healthcare analytics,36.6,passthrough,90.0,6.0,46.0,13.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=36.6 < 50.0. Top drivers: ATS match=37, Skill match=90, Experience=6.",,,below_review_threshold (36.6 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
516,Resume_4_Medical_Data_Analyst_skills,ehr implementation analyst,34.8,passthrough,90.0,13.0,46.0,12.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=34.8 < 50.0. Top drivers: ATS match=35, Skill match=90, Experience=13.",,,below_review_threshold (34.8 < 50.0),ranked_EHR_Implementation_Analyst_parsed_jd.json
517,Resume_7_Health_Informatics_Analyst_skills,healthcare analytics manager,34.1,passthrough,80.0,13.0,35.0,7.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=34.1 < 50.0. Top drivers: ATS match=34, Skill match=80, Experience=13.",,,below_review_threshold (34.1 < 50.0),ranked_Healthcare_Analytics_Manager_parsed_jd.json
518,Resume_7_Health_Informatics_Analyst_skills,director of healthcare analytics,33.9,passthrough,80.0,13.0,35.0,6.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=33.9 < 50.0. Top drivers: ATS match=34, Skill match=80, Experience=13.",,,below_review_threshold (33.9 < 50.0),ranked_Director_of_Healthcare_Analytics_parsed_jd.json
519,Resume_7_Health_Informatics_Analyst_skills,healthcare data science manager,33.3,passthrough,80.0,12.0,35.0,5.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=33.3 < 50.0. Top drivers: ATS match=33, Skill match=80, Experience=12.",,,below_review_threshold (33.3 < 50.0),ranked_Healthcare_Data_Science_Manager_parsed_jd.json
520,Resume_7_Health_Informatics_Analyst_skills,clinical trials data manager,32.7,passthrough,80.0,3.0,35.0,20.0,Poor Fit,Not recommended for this role,Reject,rejected,"Rejected: final=32.7 < 50.0. Top drivers: ATS match=33, Skill match=80, Experience=3.",,,below_review_threshold (32.7 < 50.0),ranked_Clinical_Trials_Data_Manager_parsed_jd.json
